"","fullname","family","order","full_clements","IOC_seq","family_clements","order_clements"
"7741","Estrilda melanotis melanotis","Estrildidae","Passeriformes","Coccopygia melanotis NA",33197,"Estrildidae","PASSERIFORMES"
"7742","Telophorus olivaceus olivaceus","Laniidae","Passeriformes","Telophorus olivaceus olivaceus",20020,"Malaconotidae","PASSERIFORMES"
"7743","Telophorus zeylonus zeylonus","Laniidae","Passeriformes","Telophorus zeylonus zeylonus",20038,"Malaconotidae","PASSERIFORMES"
"7744","Laniarius ferrugineus limpopoensis","Laniidae","Passeriformes","Laniarius major limpopoensis",20140,"Malaconotidae","PASSERIFORMES"
"7745","Dryoscopus cubla chapini","Laniidae","Passeriformes","Dryoscopus cubla hamatus",20097,"Malaconotidae","PASSERIFORMES"
"7746","Dryoscopus cubla cubla","Laniidae","Passeriformes","Dryoscopus cubla cubla",20099,"Malaconotidae","PASSERIFORMES"
"7747","Lybius leucocephalus leucocephalus","Capitonidae","Piciformes","Lybius leucocephalus leucocephalus",11500,"Lybiidae","PICIFORMES"
"7748","Lybius minor macclounii","Capitonidae","Piciformes","Lybius minor macclounii",11530,"Lybiidae","PICIFORMES"
"7749","Dendropicos fuscescens hartlaubii","Picidae","Piciformes","Chloropicus fuscescens hartlaubii",12017,"Picidae","PICIFORMES"
"7750","Cyanolyca pumilo NA","Corvidae","Passeriformes","Cyanolyca pumilo NA",22521,"Corvidae","PASSERIFORMES"
"7751","Colinus virginianus nigripectus","Phasianidae","Galliformes","Colinus virginianus nigripectus",878,"Odontophoridae","GALLIFORMES"
"7752","Cicinnurus regius rex","Paradisaeidae","Passeriformes","Cicinnurus regius regius",23083,"Paradisaeidae","PASSERIFORMES"
"7753","Copsychus malabaricus indicus","Muscicapidae","Passeriformes","Copsychus malabaricus macrourus",30613,"Muscicapidae","PASSERIFORMES"
"7754","Galbalcyrhynchus leucotis leucotis","Galbulidae","Piciformes","Galbalcyrhynchus leucotis NA",10877,"Galbulidae","PICIFORMES"
"7755","Melanerpes rubricapillus paraguanae","Picidae","Piciformes","Melanerpes rubricapillus paraguanae",11798,"Picidae","PICIFORMES"
"7756","Phalacrocorax sulcirostris NA","Phalacrocoracidae","Pelecaniformes","Phalacrocorax sulcirostris NA",7730,"Phalacrocoracidae","SULIFORMES"
"7757","Regulus satrapa aztecus","Regulidae","Passeriformes","Regulus satrapa aztecus",28565,"Regulidae","PASSERIFORMES"
"7758","Thaumastura cora NA","Trochilidae","Apodiformes","Thaumastura cora NA",3274,"Trochilidae","APODIFORMES"
"7759","Pogoniulus bilineatus alius","Capitonidae","Piciformes","Pogoniulus bilineatus jacksoni",11430,"Lybiidae","PICIFORMES"
"7760","Ninox scutulata NA","Strigidae","Strigiformes","Ninox scutulata NA",8979,"Strigidae","STRIGIFORMES"
"7761","Buteogallus aequinoctialis NA","Accipitridae","Falconiformes","Buteogallus aequinoctialis NA",8691,"Accipitridae","ACCIPITRIFORMES"
"7762","Buteo platypterus NA","Accipitridae","Falconiformes","Buteo platypterus NA",8759,"Accipitridae","ACCIPITRIFORMES"
"7763","Nectarinia venusta blicki","Nectariniidae","Passeriformes","Cinnyris venustus albiventris",32278,"Nectariniidae","PASSERIFORMES"
"7764","Nectarinia venusta fazoglensis","Nectariniidae","Passeriformes","Cinnyris venustus fazoqlensis",32276,"Nectariniidae","PASSERIFORMES"
"7765","Nectarinia johnstoni nyikensis","Nectariniidae","Passeriformes","Nectarinia johnstoni nyikensis",32160,"Nectariniidae","PASSERIFORMES"
"7766","Nectarinia kilimensis gadowi","Nectariniidae","Passeriformes","Nectarinia kilimensis gadowi",32151,"Nectariniidae","PASSERIFORMES"
"7767","Aethopyga gouldiae isolata","Nectariniidae","Passeriformes","Aethopyga gouldiae isolata",32378,"Nectariniidae","PASSERIFORMES"
"7768","Aethopyga nipalensis koelzi","Nectariniidae","Passeriformes","Aethopyga nipalensis koelzi",32384,"Nectariniidae","PASSERIFORMES"
"7769","Aethopyga saturata assamensis","Nectariniidae","Passeriformes","Aethopyga saturata assamensis",32399,"Nectariniidae","PASSERIFORMES"
"7770","Anthreptes collaris patersonae","Nectariniidae","Passeriformes","Hedydipna collaris zuluensis",32022,"Nectariniidae","PASSERIFORMES"
"7771","Anthreptes singalensis assamensis","Nectariniidae","Passeriformes","Chalcoparia singalensis assamensis",31946,"Nectariniidae","PASSERIFORMES"
"7772","Arachnothera longirostra longirostra","Nectariniidae","Passeriformes","Arachnothera longirostra longirostra",32441,"Nectariniidae","PASSERIFORMES"
"7773","Phyllastrephus debilis debilis","Pycnonotidae","Passeriformes","Phyllastrephus debilis debilis",24431,"Pycnonotidae","PASSERIFORMES"
"7774","Phyllastrephus terrestris terrestris","Pycnonotidae","Passeriformes","Phyllastrephus terrestris terrestris",24450,"Pycnonotidae","PASSERIFORMES"
"7775","Pycnonotus importunus oleaginus","Pycnonotidae","Passeriformes","Andropadus importunus oleaginus",24314,"Pycnonotidae","PASSERIFORMES"
"7776","Sylvietta rufescens rufescens","Muscicapidae","Passeriformes","Sylvietta rufescens rufescens",25207,"Macrosphenidae","PASSERIFORMES"
"7777","Sylvietta rufescens diverga","Muscicapidae","Passeriformes","Sylvietta rufescens diverga",25208,"Macrosphenidae","PASSERIFORMES"
"7778","Sylvietta rufescens pallida","Muscicapidae","Passeriformes","Sylvietta rufescens pallida",25205,"Macrosphenidae","PASSERIFORMES"
"7779","Sylvietta rufescens ochrocara","Muscicapidae","Passeriformes","Sylvietta rufescens flecki",25203,"Macrosphenidae","PASSERIFORMES"
"7780","Trochocercus albonotatus subcaeruleus","Muscicapidae","Passeriformes","Elminia albonotata subcaerulea",23374,"Stenostiridae","PASSERIFORMES"
"7781","Turdoides aylmeri kenianus","Muscicapidae","Passeriformes","Argya aylmeri keniana",28283,"Leiothrichidae","PASSERIFORMES"
"7782","Turdoides jardineii jardineii","Muscicapidae","Passeriformes","Turdoides jardineii jardineii",28344,"Leiothrichidae","PASSERIFORMES"
"7783","Turdoides jardineii kirkii","Muscicapidae","Passeriformes","Turdoides jardineii kirkii",28342,"Leiothrichidae","PASSERIFORMES"
"7784","Turdus olivaceus smithi","Muscicapidae","Passeriformes","Turdus smithi NA",30219,"Turdidae","PASSERIFORMES"
"7785","Turdus olivaceus pondoensis","Muscicapidae","Passeriformes","Turdus olivaceus pondoensis",30207,"Turdidae","PASSERIFORMES"
"7786","Turdus olivater olivater","Muscicapidae","Passeriformes","Turdus olivater olivater",30395,"Turdidae","PASSERIFORMES"
"7787","Turdus viscivorus viscivorus","Muscicapidae","Passeriformes","Turdus viscivorus viscivorus",30173,"Turdidae","PASSERIFORMES"
"7788","Terpsiphone viridis plumbeiceps","Muscicapidae","Passeriformes","Terpsiphone viridis plumbeiceps",22045,"Monarchidae","PASSERIFORMES"
"7789","Myiophoneus caeruleus temminckii","Muscicapidae","Passeriformes","Myophonus caeruleus temminckii",31189,"Muscicapidae","PASSERIFORMES"
"7790","Prinia pectoralis pectoralis","Muscicapidae","Passeriformes","Malcorus pectoralis pectoralis",26647,"Cisticolidae","PASSERIFORMES"
"7791","Prinia subflava pondoensis","Muscicapidae","Passeriformes","Prinia subflava pondoensis",26469,"Cisticolidae","PASSERIFORMES"
"7792","Cutia nipalensis nipalensis","Muscicapidae","Passeriformes","Cutia nipalensis nipalensis",28066,"Leiothrichidae","PASSERIFORMES"
"7793","Cercomela familiaris galtoni","Muscicapidae","Passeriformes","Oenanthe familiaris galtoni",31625,"Muscicapidae","PASSERIFORMES"
"7794","Cercomela familiaris modesta","Muscicapidae","Passeriformes","Oenanthe familiaris modesta",31622,"Muscicapidae","PASSERIFORMES"
"7795","Cercomela schlegelii namaquensis","Muscicapidae","Passeriformes","Emarginata schlegelii namaquensis",31519,"Muscicapidae","PASSERIFORMES"
"7796","Cercomela schlegelii pollux","Muscicapidae","Passeriformes","Emarginata schlegelii pollux",31521,"Muscicapidae","PASSERIFORMES"
"7797","Cisticola aridula tanganyika","Muscicapidae","Passeriformes","Cisticola aridulus tanganyika",26326,"Cisticolidae","PASSERIFORMES"
"7798","Cisticola chiniana frater","Muscicapidae","Passeriformes","Cisticola chiniana frater",26176,"Cisticolidae","PASSERIFORMES"
"7799","Cisticola fulvicapilla fulvicapilla","Muscicapidae","Passeriformes","Cisticola fulvicapilla fulvicapilla",26297,"Cisticolidae","PASSERIFORMES"
"7800","Cisticola galactotes marginata","Muscicapidae","Passeriformes","Cisticola marginatus marginatus",26220,"Cisticolidae","PASSERIFORMES"
"7801","Cisticola lais lais","Muscicapidae","Passeriformes","Cisticola lais lais",26209,"Cisticolidae","PASSERIFORMES"
"7802","Cisticola natalensis katanga","Muscicapidae","Passeriformes","Cisticola natalensis katanga",26262,"Cisticolidae","PASSERIFORMES"
"7803","Cisticola rufilata rufilata","Muscicapidae","Passeriformes","Cisticola rufilatus rufilatus",26195,"Cisticolidae","PASSERIFORMES"
"7804","Cisticola subruficapilla jamesi","Muscicapidae","Passeriformes","Cisticola subruficapilla jamesi",26202,"Cisticolidae","PASSERIFORMES"
"7805","Cisticola tinniens oreophila","Muscicapidae","Passeriformes","Cisticola tinniens oreophilus",26239,"Cisticolidae","PASSERIFORMES"
"7806","Cisticola tinniens tinniens","Muscicapidae","Passeriformes","Cisticola tinniens tinniens",26242,"Cisticolidae","PASSERIFORMES"
"7807","Cisticola aberrans minor","Muscicapidae","Passeriformes","Cisticola aberrans minor",26155,"Cisticolidae","PASSERIFORMES"
"7808","Cossypha natalensis natalensis","Muscicapidae","Passeriformes","Cossypha natalensis natalensis",31049,"Muscicapidae","PASSERIFORMES"
"7809","Acrocephalus arundinaceus arundinaceus","Muscicapidae","Passeriformes","Acrocephalus arundinaceus arundinaceus",25737,"Acrocephalidae","PASSERIFORMES"
"7810","Acrocephalus rufescens ansorgei","Muscicapidae","Passeriformes","Acrocephalus rufescens ansorgei",25722,"Acrocephalidae","PASSERIFORMES"
"7811","Acrocephalus scirpaceus NA","Muscicapidae","Passeriformes","Acrocephalus scirpaceus NA",25828,"Acrocephalidae","PASSERIFORMES"
"7812","Apalis flavida renata","Muscicapidae","Passeriformes","Apalis flavida neglecta",26579,"Cisticolidae","PASSERIFORMES"
"7813","Apalis flavida florisuga","Muscicapidae","Passeriformes","Apalis flavida florisuga",26582,"Cisticolidae","PASSERIFORMES"
"7814","Apalis flavida golzi","Muscicapidae","Passeriformes","Apalis flavida golzi",26576,"Cisticolidae","PASSERIFORMES"
"7815","Apalis melanocephala nigrodorsalis","Muscicapidae","Passeriformes","Apalis melanocephala nigrodorsalis",26600,"Cisticolidae","PASSERIFORMES"
"7816","Apalis porphyrolaema chapini","Muscicapidae","Passeriformes","Apalis chapini chapini",26618,"Cisticolidae","PASSERIFORMES"
"7817","Apalis rufogularis kigezi","Muscicapidae","Passeriformes","Apalis rufogularis kigezi",26627,"Cisticolidae","PASSERIFORMES"
"7818","Apalis thoracica venusta","Muscicapidae","Passeriformes","Apalis thoracica venusta",26552,"Cisticolidae","PASSERIFORMES"
"7819","Apalis thoracica griseiceps","Muscicapidae","Passeriformes","Apalis thoracica griseiceps",26539,"Cisticolidae","PASSERIFORMES"
"7820","Apalis thoracica murina","Muscicapidae","Passeriformes","Apalis thoracica murina",26541,"Cisticolidae","PASSERIFORMES"
"7821","Batis capensis capensis","Muscicapidae","Passeriformes","Batis capensis capensis",19922,"Platysteiridae","PASSERIFORMES"
"7822","Bradypterus baboecala elgonensis","Muscicapidae","Passeriformes","Bradypterus centralis elgonensis",26074,"Locustellidae","PASSERIFORMES"
"7823","Bradypterus barratti mariae","Muscicapidae","Passeriformes","Bradypterus lopezi mariae",26049,"Locustellidae","PASSERIFORMES"
"7824","Bradypterus barratti priesti","Muscicapidae","Passeriformes","Bradypterus barratti priesti",26042,"Locustellidae","PASSERIFORMES"
"7825","Camaroptera brachyura bororensis","Muscicapidae","Passeriformes","Camaroptera brachyura bororensis",26653,"Cisticolidae","PASSERIFORMES"
"7826","Camaroptera brachyura brachyura","Muscicapidae","Passeriformes","Camaroptera brachyura brachyura",26655,"Cisticolidae","PASSERIFORMES"
"7827","Locustella luscinioides NA","Muscicapidae","Passeriformes","Locustella luscinioides NA",25914,"Locustellidae","PASSERIFORMES"
"7828","Eremomela gregalis gregalis","Muscicapidae","Passeriformes","Eremomela gregalis gregalis",26805,"Cisticolidae","PASSERIFORMES"
"7829","Eremomela icteropygialis saturatior","Muscicapidae","Passeriformes","Eremomela icteropygialis saturatior",26782,"Cisticolidae","PASSERIFORMES"
"7830","Eremomela scotops pulchra","Muscicapidae","Passeriformes","Eremomela scotops pulchra",26799,"Cisticolidae","PASSERIFORMES"
"7831","Erithacus megarhynchos africanus","Muscicapidae","Passeriformes","Luscinia megarhynchos africana",31120,"Muscicapidae","PASSERIFORMES"
"7832","Graminicola bengalensis bengalensis","Muscicapidae","Passeriformes","Graminicola bengalensis NA",27766,"Pellorneidae","PASSERIFORMES"
"7833","Erythropygia coryphaeus cinerea","Muscicapidae","Passeriformes","Cercotrichas coryphoeus cinerea",30515,"Muscicapidae","PASSERIFORMES"
"7834","Garrulus glandarius japonicus","Corvidae","Passeriformes","Garrulus glandarius japonicus",22681,"Corvidae","PASSERIFORMES"
"7835","Uraeginthus granatina siccata","Estrildidae","Passeriformes","Granatina granatina NA",33341,"Estrildidae","PASSERIFORMES"
"7836","Uraeginthus bengalus katangae","Estrildidae","Passeriformes","Uraeginthus bengalus katangae",33352,"Estrildidae","PASSERIFORMES"
"7837","Uraeginthus angolensis angolensis","Estrildidae","Passeriformes","Uraeginthus angolensis angolensis",33344,"Estrildidae","PASSERIFORMES"
"7838","Aegintha temporalis NA","Estrildidae","Passeriformes","Neochmia temporalis NA",32987,"Estrildidae","PASSERIFORMES"
"7839","Lagonosticta rubricata rubricata","Estrildidae","Passeriformes","Lagonosticta rubricata rubricata",33415,"Estrildidae","PASSERIFORMES"
"7840","Cryptospiza salvadorii ruwenzori","Estrildidae","Passeriformes","Cryptospiza salvadorii ruwenzori",33207,"Estrildidae","PASSERIFORMES"
"7841","Erythrura prasina prasina","Estrildidae","Passeriformes","Erythrura prasina prasina",33148,"Estrildidae","PASSERIFORMES"
"7842","Estrilda erythronotos delamerei","Estrildidae","Passeriformes","Brunhilda erythronotos delamerei",33244,"Estrildidae","PASSERIFORMES"
"7843","Pseudhirundo griseopyga griseopyga","Hirundinidae","Passeriformes","Pseudhirundo griseopyga griseopyga",24993,"Hirundinidae","PASSERIFORMES"
"7844","Hirundo angolensis arcticincta","Hirundinidae","Passeriformes","Hirundo angolensis NA",25059,"Hirundinidae","PASSERIFORMES"
"7845","Hirundo dimidiata dimidiata","Hirundinidae","Passeriformes","Hirundo dimidiata dimidiata",25026,"Hirundinidae","PASSERIFORMES"
"7846","Cecropis semirufa semirufa","Hirundinidae","Passeriformes","Cecropis semirufa semirufa",25083,"Hirundinidae","PASSERIFORMES"
"7847","Serinus albogularis albogularis","Fringillidae","Passeriformes","Crithagra albogularis albogularis",34264,"Fringillidae","PASSERIFORMES"
"7848","Serinus atrogularis deserti","Fringillidae","Passeriformes","Crithagra atrogularis deserti",34195,"Fringillidae","PASSERIFORMES"
"7849","Serinus atrogularis impiger","Fringillidae","Passeriformes","Crithagra atrogularis impigra",34192,"Fringillidae","PASSERIFORMES"
"7850","Serinus atrogularis atrogularis","Fringillidae","Passeriformes","Crithagra atrogularis atrogularis",34191,"Fringillidae","PASSERIFORMES"
"7851","Serinus burtoni melanochrous","Fringillidae","Passeriformes","Crithagra melanochroa NA",34277,"Fringillidae","PASSERIFORMES"
"7852","Serinus flaviventris damarensis","Fringillidae","Passeriformes","Crithagra flaviventris damarensis",34232,"Fringillidae","PASSERIFORMES"
"7853","Serinus flaviventris marshalli","Fringillidae","Passeriformes","Crithagra flaviventris marshalli",34237,"Fringillidae","PASSERIFORMES"
"7854","Serinus gularis gularis","Fringillidae","Passeriformes","Crithagra gularis gularis",34251,"Fringillidae","PASSERIFORMES"
"7855","Serinus gularis endemion","Fringillidae","Passeriformes","Crithagra gularis endemion",34250,"Fringillidae","PASSERIFORMES"
"7856","Serinus scotops umbrosus","Fringillidae","Passeriformes","Crithagra scotops umbrosa",34182,"Fringillidae","PASSERIFORMES"
"7857","Serinus striolatus graueri","Fringillidae","Passeriformes","Crithagra striolata graueri",34272,"Fringillidae","PASSERIFORMES"
"7858","Serinus sulphuratus wilsoni","Fringillidae","Passeriformes","Crithagra sulphurata wilsoni",34242,"Fringillidae","PASSERIFORMES"
"7859","Serinus canicollis canicollis","Fringillidae","Passeriformes","Serinus canicollis canicollis",34377,"Fringillidae","PASSERIFORMES"
"7860","Serinus canicollis griseitergum","Fringillidae","Passeriformes","Serinus canicollis griseitergum",34375,"Fringillidae","PASSERIFORMES"
"7861","Serinus canicollis thompsonae","Fringillidae","Passeriformes","Serinus canicollis thompsonae",34376,"Fringillidae","PASSERIFORMES"
"7862","Linurgus olivaceus elgonensis","Fringillidae","Passeriformes","Linurgus olivaceus elgonensis",34159,"Fringillidae","PASSERIFORMES"
"7863","Nilaus afer solivagus","Laniidae","Passeriformes","Nilaus afer solivagus",20174,"Malaconotidae","PASSERIFORMES"
"7864","Nilaus afer brubru","Laniidae","Passeriformes","Nilaus afer brubru",20173,"Malaconotidae","PASSERIFORMES"
"7865","Prionops plumata angolica","Laniidae","Passeriformes","Prionops plumatus poliocephalus",20237,"Vangidae","PASSERIFORMES"
"7866","Prionops retzii retzii","Laniidae","Passeriformes","Prionops retzii retzii",20252,"Vangidae","PASSERIFORMES"
"7867","Malaconotus blanchoti catharoxanthus","Laniidae","Passeriformes","Malaconotus blanchoti catharoxanthus",19996,"Malaconotidae","PASSERIFORMES"
"7868","Malaconotus lagdeni centralis","Laniidae","Passeriformes","Malaconotus lagdeni centralis",20003,"Malaconotidae","PASSERIFORMES"
"7869","Lanius collaris subcoronatus","Laniidae","Passeriformes","Lanius collaris subcoronatus",22419,"Laniidae","PASSERIFORMES"
"7870","Lanius collaris collaris","Laniidae","Passeriformes","Lanius collaris collaris",22420,"Laniidae","PASSERIFORMES"
"7871","Lanius excubitoroides intercedens","Laniidae","Passeriformes","Lanius excubitoroides intercedens",22359,"Laniidae","PASSERIFORMES"
"7872","Lanius souzae NA","Laniidae","Passeriformes","Lanius souzae NA",22412,"Laniidae","PASSERIFORMES"
"7873","Laniarius barbarus erythrogaster","Laniidae","Passeriformes","Laniarius erythrogaster NA",20162,"Malaconotidae","PASSERIFORMES"
