"","sciname","subspecies","genus","species","family","order"
"3137","Gymnorhinus cyanocephalus",NA,"Gymnorhinus","cyanocephalus","Corvidae","Passeriformes"
"3138","Perissocephalus tricolor",NA,"Perissocephalus","tricolor","Cotingidae","Passeriformes"
"3139","Xipholena atropurpurea",NA,"Xipholena","atropurpurea","Cotingidae","Passeriformes"
"3140","Tijuca atra",NA,"Tijuca","atra","Cotingidae","Passeriformes"
"3141","Rupicola rupicola",NA,"Rupicola","rupicola","Cotingidae","Passeriformes"
"3142","Querula purpurata",NA,"Querula","purpurata","Cotingidae","Passeriformes"
"3143","Procnias alba",NA,"Procnias","alba","Cotingidae","Passeriformes"
"3144","Procnias tricarunculata",NA,"Procnias","tricarunculata","Cotingidae","Passeriformes"
"3145","Procnias nudicollis",NA,"Procnias","nudicollis","Cotingidae","Passeriformes"
"3146","Pipreola chlorolepidota",NA,"Pipreola","chlorolepidota","Cotingidae","Passeriformes"
"3147","Ampelioides tschudii",NA,"Ampelioides","tschudii","Cotingidae","Passeriformes"
"3148","Cephalopterus glabricollis",NA,"Cephalopterus","glabricollis","Cotingidae","Passeriformes"
"3149","Cephalopterus penduliger",NA,"Cephalopterus","penduliger","Cotingidae","Passeriformes"
"3150","Ampelion rubrocristatus",NA,"Ampelion","rubrocristatus","Cotingidae","Passeriformes"
"3151","Phoenicircus carnifex",NA,"Phoenicircus","carnifex","Cotingidae","Passeriformes"
"3152","Carpornis melanocephalus",NA,"Carpornis","melanocephalus","Cotingidae","Passeriformes"
"3153","Pachyramphus minor",NA,"Pachyramphus","minor","Cotingidae","Passeriformes"
"3154","Pachyramphus rufus",NA,"Pachyramphus","rufus","Cotingidae","Passeriformes"
"3155","Pachyramphus validus",NA,"Pachyramphus","validus","Cotingidae","Passeriformes"
"3156","Cotinga cotinga",NA,"Cotinga","cotinga","Cotingidae","Passeriformes"
"3157","Cotinga maynana",NA,"Cotinga","maynana","Cotingidae","Passeriformes"
"3158","Gymnoderus foetidus",NA,"Gymnoderus","foetidus","Cotingidae","Passeriformes"
"3159","Haematoderus militaris",NA,"Haematoderus","militaris","Cotingidae","Passeriformes"
"3160","Laniisoma elegans",NA,"Laniisoma","elegans","Cotingidae","Passeriformes"
"3161","Lipaugus subalaris",NA,"Lipaugus","subalaris","Cotingidae","Passeriformes"
"3162","Aburria jacutinga",NA,"Aburria","jacutinga","Cracidae","Galliformes"
"3163","Lipaugus lanioides",NA,"Lipaugus","lanioides","Cotingidae","Passeriformes"
"3164","Lipaugus vociferans",NA,"Lipaugus","vociferans","Cotingidae","Passeriformes"
"3165","Carpodectes hopkei",NA,"Carpodectes","hopkei","Cotingidae","Passeriformes"
"3166","Carpodectes nitidus",NA,"Carpodectes","nitidus","Cotingidae","Passeriformes"
"3167","Anas strepera",NA,"Anas","strepera","Anatidae","Anseriformes"
"3168","Xiphocolaptes falcirostris",NA,"Xiphocolaptes","falcirostris","Dendrocolaptidae","Passeriformes"
"3169","Xiphorhynchus eytoni",NA,"Xiphorhynchus","eytoni","Dendrocolaptidae","Passeriformes"
"3170","Nasica longirostris",NA,"Nasica","longirostris","Dendrocolaptidae","Passeriformes"
"3171","Lepidocolaptes sp",NA,"Lepidocolaptes","sp","Dendrocolaptidae","Passeriformes"
"3172","Drymornis bridgesii",NA,"Drymornis","bridgesii","Dendrocolaptidae","Passeriformes"
"3173","Dendrocolaptes concolor",NA,"Dendrocolaptes","concolor","Dendrocolaptidae","Passeriformes"
"3174","Campylorhamphus falcularius",NA,"Campylorhamphus","falcularius","Dendrocolaptidae","Passeriformes"
"3175","Campylorhamphus pucherani",NA,"Campylorhamphus","pucherani","Dendrocolaptidae","Passeriformes"
"3176","Pardalotus punctatus",NA,"Pardalotus","punctatus","Dicaeidae","Passeriformes"
"3177","Dicrurus annectans",NA,"Dicrurus","annectans","Dicruridae","Passeriformes"
"3178","Dicrurus megarhynchus",NA,"Dicrurus","megarhynchus","Dicruridae","Passeriformes"
"3179","Vestiaria coccinea",NA,"Vestiaria","coccinea","Drepanididae","Passeriformes"
"3180","Hemignathus wilsoni",NA,"Hemignathus","wilsoni","Drepanididae","Passeriformes"
"3181","Loxops sagittirostris",NA,"Loxops","sagittirostris","Drepanididae","Passeriformes"
"3182","Psittirostra bailleui",NA,"Psittirostra","bailleui","Drepanididae","Passeriformes"
"3183","Psittirostra psittacea",NA,"Psittirostra","psittacea","Drepanididae","Passeriformes"
"3184","Pipilo socorroensis",NA,"Pipilo","socorroensis","Emberizidae","Passeriformes"
"3185","Pipilo chlorurus",NA,"Pipilo","chlorurus","Emberizidae","Passeriformes"
"3186","Pinaroloxias inornata",NA,"Pinaroloxias","inornata","Emberizidae","Passeriformes"
"3187","Piezorhina cinerea",NA,"Piezorhina","cinerea","Emberizidae","Passeriformes"
"3188","Phrygilus patagonicus",NA,"Phrygilus","patagonicus","Emberizidae","Passeriformes"
"3189","Phaenicophilus palmarum",NA,"Phaenicophilus","palmarum","Emberizidae","Passeriformes"
"3190","Pezopetes capitalis",NA,"Pezopetes","capitalis","Emberizidae","Passeriformes"
"3191","Periporphyrus erythromelas",NA,"Periporphyrus","erythromelas","Emberizidae","Passeriformes"
"3192","Passerina glaucocaerulea",NA,"Passerina","glaucocaerulea","Emberizidae","Passeriformes"
"3193","Passerina rositae",NA,"Passerina","rositae","Emberizidae","Passeriformes"
"3194","Passerina cyanea",NA,"Passerina","cyanea","Emberizidae","Passeriformes"
"3195","Paroaria dominicana",NA,"Paroaria","dominicana","Emberizidae","Passeriformes"
"3196","Paroaria coronata",NA,"Paroaria","coronata","Emberizidae","Passeriformes"
"3197","Orthogonys chloricterus",NA,"Orthogonys","chloricterus","Emberizidae","Passeriformes"
"3198","Oreothraupis arremonops",NA,"Oreothraupis","arremonops","Emberizidae","Passeriformes"
"3199","Oreomanes fraseri",NA,"Oreomanes","fraseri","Emberizidae","Passeriformes"
"3200","Orchesticus abeillei",NA,"Orchesticus","abeillei","Emberizidae","Passeriformes"
"3201","Neothraupis fasciata",NA,"Neothraupis","fasciata","Emberizidae","Passeriformes"
"3202","Piranga rubriceps",NA,"Piranga","rubriceps","Emberizidae","Passeriformes"
"3203","Lagopus lagopus","scotocus","Lagopus","lagopus","Phasianidae","Galliformes"
"3204","Piranga olivacea",NA,"Piranga","olivacea","Emberizidae","Passeriformes"
"3205","Sporophila albogularis",NA,"Sporophila","albogularis","Emberizidae","Passeriformes"
"3206","Sporophila ardesiaca",NA,"Sporophila","ardesiaca","Emberizidae","Passeriformes"
"3207","Sporophila castaneiventris",NA,"Sporophila","castaneiventris","Emberizidae","Passeriformes"
"3208","Sporophila frontalis",NA,"Sporophila","frontalis","Emberizidae","Passeriformes"
"3209","Sporophila sp",NA,"Sporophila","sp","Emberizidae","Passeriformes"
"3210","Sporophila telasco",NA,"Sporophila","telasco","Emberizidae","Passeriformes"
"3211","Zonotrichia albicollis",NA,"Zonotrichia","albicollis","Emberizidae","Passeriformes"
"3212","Stachyris thoracica",NA,"Stachyris","thoracica","Muscicapidae","Passeriformes"
"3213","Zonotrichia atricapilla",NA,"Zonotrichia","atricapilla","Emberizidae","Passeriformes"
"3214","Zonotrichia querula",NA,"Zonotrichia","querula","Emberizidae","Passeriformes"
"3215","Wetmorethraupis sterrhopteron",NA,"Wetmorethraupis","sterrhopteron","Emberizidae","Passeriformes"
"3216","Urothraupis stolzmanni",NA,"Urothraupis","stolzmanni","Emberizidae","Passeriformes"
"3217","Trichothraupis melanops",NA,"Trichothraupis","melanops","Emberizidae","Passeriformes"
"3218","Thraupis abbas",NA,"Thraupis","abbas","Emberizidae","Passeriformes"
"3219","Thraupis cyanoptera",NA,"Thraupis","cyanoptera","Emberizidae","Passeriformes"
"3220","Thraupis ornata",NA,"Thraupis","ornata","Emberizidae","Passeriformes"
"3221","Tangara cyanoventris",NA,"Tangara","cyanoventris","Emberizidae","Passeriformes"
"3222","Tangara desmaresti",NA,"Tangara","desmaresti","Emberizidae","Passeriformes"
"3223","Tangara fastuosa",NA,"Tangara","fastuosa","Emberizidae","Passeriformes"
"3224","Tangara heinei",NA,"Tangara","heinei","Emberizidae","Passeriformes"
"3225","Tangara johannae",NA,"Tangara","johannae","Emberizidae","Passeriformes"
"3226","Tangara palmeri",NA,"Tangara","palmeri","Emberizidae","Passeriformes"
"3227","Tangara preciosa",NA,"Tangara","preciosa","Emberizidae","Passeriformes"
"3228","Tangara rufigula",NA,"Tangara","rufigula","Emberizidae","Passeriformes"
"3229","Tangara seledon",NA,"Tangara","seledon","Emberizidae","Passeriformes"
"3230","Tangara vitriolina",NA,"Tangara","vitriolina","Emberizidae","Passeriformes"
"3231","Sicalis taczanowskii",NA,"Sicalis","taczanowskii","Emberizidae","Passeriformes"
"3232","Stephanophorus diadematus",NA,"Stephanophorus","diadematus","Emberizidae","Passeriformes"
"3233","Spizella pallida",NA,"Spizella","pallida","Emberizidae","Passeriformes"
"3234","Spiza americana",NA,"Spiza","americana","Emberizidae","Passeriformes"
"3235","Corvus tristis",NA,"Corvus","tristis","Corvidae","Passeriformes"
"3236","Saltator atricollis",NA,"Saltator","atricollis","Emberizidae","Passeriformes"
"3237","Saltator maxillosus",NA,"Saltator","maxillosus","Emberizidae","Passeriformes"
"3238","Ramphocelus nigrogularis",NA,"Ramphocelus","nigrogularis","Emberizidae","Passeriformes"
"3239","Pyrrhocoma ruficeps",NA,"Pyrrhocoma","ruficeps","Emberizidae","Passeriformes"
"3240","Pselliophorus tibialis",NA,"Pselliophorus","tibialis","Emberizidae","Passeriformes"
"3241","Poospiza thoracica",NA,"Poospiza","thoracica","Emberizidae","Passeriformes"
"3242","Tachyphonus delatrii",NA,"Tachyphonus","delatrii","Emberizidae","Passeriformes"
"3243","Tachyphonus delattrii",NA,"Tachyphonus","delattrii","Emberizidae","Passeriformes"
"3244","Tachyphonus phoenicius",NA,"Tachyphonus","phoenicius","Emberizidae","Passeriformes"
"3245","Tachyphonus rufus",NA,"Tachyphonus","rufus","Emberizidae","Passeriformes"
"3246","Tachyphonus coronatus",NA,"Tachyphonus","coronatus","Emberizidae","Passeriformes"
"3247","Calochaetes coccineus",NA,"Calochaetes","coccineus","Emberizidae","Passeriformes"
"3248","Chrysothlypis salmoni",NA,"Chrysothlypis","salmoni","Emberizidae","Passeriformes"
"3249","Chlorothraupis olivacea",NA,"Chlorothraupis","olivacea","Emberizidae","Passeriformes"
"3250","Chlorophonia pyrrhophrys",NA,"Chlorophonia","pyrrhophrys","Emberizidae","Passeriformes"
"3251","Chlorochrysa phoenicotis",NA,"Chlorochrysa","phoenicotis","Emberizidae","Passeriformes"
"3252","Charitospiza eucosma",NA,"Charitospiza","eucosma","Emberizidae","Passeriformes"
"3253","Grus americana",NA,"Grus","americana","Gruidae","Gruiformes"
"3254","Calcarius mccownii",NA,"Calcarius","mccownii","Emberizidae","Passeriformes"
"3255","Calcarius ornatus",NA,"Calcarius","ornatus","Emberizidae","Passeriformes"
"3256","Calamospiza melanocorys",NA,"Calamospiza","melanocorys","Emberizidae","Passeriformes"
"3257","Buthraupis rothschildi",NA,"Buthraupis","rothschildi","Emberizidae","Passeriformes"
"3258","Sterna aleutica",NA,"Sterna","aleutica","Laridae","Charadriiformes"
"3259","Atlapetes fuscoolivaceus",NA,"Atlapetes","fuscoolivaceus","Emberizidae","Passeriformes"
"3260","Atlapetes melanocephalus",NA,"Atlapetes","melanocephalus","Emberizidae","Passeriformes"
"3261","Ammodramus leconteii",NA,"Ammodramus","leconteii","Emberizidae","Passeriformes"
"3262","Ammodramus bairdii",NA,"Ammodramus","bairdii","Emberizidae","Passeriformes"
"3263","Amaurospiza moesta",NA,"Amaurospiza","moesta","Emberizidae","Passeriformes"
"3264","Aimophila cassinii",NA,"Aimophila","cassinii","Emberizidae","Passeriformes"
"3265","Cardinalis phoeniceus",NA,"Cardinalis","phoeniceus","Emberizidae","Passeriformes"
"3266","Habia gutturalis",NA,"Habia","gutturalis","Emberizidae","Passeriformes"
"3267","Camarhynchus crassirostris",NA,"Camarhynchus","crassirostris","Emberizidae","Passeriformes"
"3268","Lanio aurantius",NA,"Lanio","aurantius","Emberizidae","Passeriformes"
"3269","Lamprospiza melanoleuca",NA,"Lamprospiza","melanoleuca","Emberizidae","Passeriformes"
"3270","Junco vulcani",NA,"Junco","vulcani","Emberizidae","Passeriformes"
"3271","Iridosornis porphyrocephala",NA,"Iridosornis","porphyrocephala","Emberizidae","Passeriformes"
"3272","Haplospiza unicolor",NA,"Haplospiza","unicolor","Emberizidae","Passeriformes"
"3273","Lophospingus pusillus",NA,"Lophospingus","pusillus","Emberizidae","Passeriformes"
"3274","Gubernatrix cristata",NA,"Gubernatrix","cristata","Emberizidae","Passeriformes"
"3275","Geospiza fortis",NA,"Geospiza","fortis","Emberizidae","Passeriformes"
"3276","Geospiza fuliginosa",NA,"Geospiza","fuliginosa","Emberizidae","Passeriformes"
"3277","Geospiza magnirostris",NA,"Geospiza","magnirostris","Emberizidae","Passeriformes"
"3278","Euphonia cayennensis",NA,"Euphonia","cayennensis","Emberizidae","Passeriformes"
"3279","Euphonia chalybea",NA,"Euphonia","chalybea","Emberizidae","Passeriformes"
"3280","Euphonia concinna",NA,"Euphonia","concinna","Emberizidae","Passeriformes"
"3281","Euphonia imitans",NA,"Euphonia","imitans","Emberizidae","Passeriformes"
"3282","Euphonia luteicapilla",NA,"Euphonia","luteicapilla","Emberizidae","Passeriformes"
"3283","Euphonia pectoralis",NA,"Euphonia","pectoralis","Emberizidae","Passeriformes"
"3284","Euphonia saturata",NA,"Euphonia","saturata","Emberizidae","Passeriformes"
"3285","Euphonia trinitatus",NA,"Euphonia","trinitatus","Emberizidae","Passeriformes"
"3286","Compsothraupis loricata",NA,"Compsothraupis","loricata","Emberizidae","Passeriformes"
"3287","Creurgops verticalis",NA,"Creurgops","verticalis","Emberizidae","Passeriformes"
"3288","Dacnis berlepschi",NA,"Dacnis","berlepschi","Emberizidae","Passeriformes"
"3289","Dacnis flaviventer",NA,"Dacnis","flaviventer","Emberizidae","Passeriformes"
"3290","Emberiza calandra",NA,"Emberiza","calandra","Emberizidae","Passeriformes"
"3291","Emberiza hortulana",NA,"Emberiza","hortulana","Emberizidae","Passeriformes"
"3292","Emberiza poliopleura",NA,"Emberiza","poliopleura","Emberizidae","Passeriformes"
"3293","Emberiza rutila",NA,"Emberiza","rutila","Emberizidae","Passeriformes"
"3294","Pseudocalyptomena graueri",NA,"Pseudocalyptomena","graueri","Eurylaimidae","Passeriformes"
"3295","Lophotis ruficrista","grindiana","Lophotis","ruficrista","Otididae","Gruiformes"
"3296","Sturnella bellicosa",NA,"Sturnella","bellicosa","Icteridae","Passeriformes"
"3297","Sturnella defilippii",NA,"Sturnella","defilippii","Icteridae","Passeriformes"
"3298","Sturnella superciliaris",NA,"Sturnella","superciliaris","Icteridae","Passeriformes"
"3299","Pseudoleistes guirahuro",NA,"Pseudoleistes","guirahuro","Icteridae","Passeriformes"
"3300","Chaetorhynchus papuensis",NA,"Chaetorhynchus","papuensis","Dicruridae","Passeriformes"
"3301","Pseudoleistes virescens",NA,"Pseudoleistes","virescens","Icteridae","Passeriformes"
"3302","Psarocolius montezuma",NA,"Psarocolius","montezuma","Icteridae","Passeriformes"
"3303","Psarocolius atrovirens",NA,"Psarocolius","atrovirens","Icteridae","Passeriformes"
"3304","Psarocolius viridis",NA,"Psarocolius","viridis","Icteridae","Passeriformes"
"3305","Amazilia amazilia","amazilia","Amazilia","amazilia","Trochilidae","Apodiformes"
"3306","Ara chloroptera",NA,"Ara","chloroptera","Psittacidae","Psittaciformes"
"3307","Oena capensis","capensis","Oena","capensis","Columbidae","Columbiformes"
"3308","Molothrus rufoaxillaris",NA,"Molothrus","rufoaxillaris","Icteridae","Passeriformes"
"3309","Agelaius tricolor",NA,"Agelaius","tricolor","Icteridae","Passeriformes"
"3310","Hypopyrrhus pyrohypogaster",NA,"Hypopyrrhus","pyrohypogaster","Icteridae","Passeriformes"
"3311","Dolichonyx oryzivorus",NA,"Dolichonyx","oryzivorus","Icteridae","Passeriformes"
"3312","Curaeus forbesi",NA,"Curaeus","forbesi","Icteridae","Passeriformes"
"3313","Cacicus melanicterus",NA,"Cacicus","melanicterus","Icteridae","Passeriformes"
"3314","Cacicus chrysopterus",NA,"Cacicus","chrysopterus","Icteridae","Passeriformes"
"3315","Cacicus solitarius",NA,"Cacicus","solitarius","Icteridae","Passeriformes"
"3316","Amblyramphus holosericeus",NA,"Amblyramphus","holosericeus","Icteridae","Passeriformes"
"3317","Icterus parisorum",NA,"Icterus","parisorum","Icteridae","Passeriformes"
"3318","Icterus auricapillus",NA,"Icterus","auricapillus","Icteridae","Passeriformes"
"3319","Icterus bonana",NA,"Icterus","bonana","Icteridae","Passeriformes"
"3320","Icterus maculialatus",NA,"Icterus","maculialatus","Icteridae","Passeriformes"
"3321","Gymnomystax mexicanus",NA,"Gymnomystax","mexicanus","Icteridae","Passeriformes"
"3322","Dendronanthus indicus",NA,"Dendronanthus","indicus","Motacillidae","Passeriformes"
"3323","Macronyx ameliae",NA,"Macronyx","ameliae","Motacillidae","Passeriformes"
"3324","Macronyx aurantiigula",NA,"Macronyx","aurantiigula","Motacillidae","Passeriformes"
"3325","Macronyx croceus",NA,"Macronyx","croceus","Motacillidae","Passeriformes"
"3326","Macronyx sharpei",NA,"Macronyx","sharpei","Motacillidae","Passeriformes"
"3327","Motacilla madaraspatensis",NA,"Motacilla","madaraspatensis","Motacillidae","Passeriformes"
"3328","Tmetothylacus tenellus",NA,"Tmetothylacus","tenellus","Motacillidae","Passeriformes"
"3329","Anthus cervinus",NA,"Anthus","cervinus","Motacillidae","Passeriformes"
"3330","Anthus lineiventris",NA,"Anthus","lineiventris","Motacillidae","Passeriformes"
"3331","Anthus sokokensis",NA,"Anthus","sokokensis","Motacillidae","Passeriformes"
"3332","Mimodes graysoni",NA,"Mimodes","graysoni","Mimidae","Passeriformes"
"3333","Oreoscoptes montanus",NA,"Oreoscoptes","montanus","Mimidae","Passeriformes"
"3334","Ptilinopus magnificus","puella","Ptilinopus","magnificus","Columbidae","Columbiformes"
"3335","Mimus patagonicus",NA,"Mimus","patagonicus","Mimidae","Passeriformes"
"3336","Mimus triurus",NA,"Mimus","triurus","Mimidae","Passeriformes"
"3337","Melanotis hypoleucus",NA,"Melanotis","hypoleucus","Mimidae","Passeriformes"
"3338","Dumetella carolinensis",NA,"Dumetella","carolinensis","Mimidae","Passeriformes"
"3339","Allenia fusca",NA,"Allenia","fusca","Mimidae","Passeriformes"
"3340","Menura superba",NA,"Menura","superba","Menuridae","Passeriformes"
"3341","Philemon albitorques",NA,"Philemon","albitorques","Meliphagidae","Passeriformes"
"3342","Plectorhyncha lanceolata",NA,"Plectorhyncha","lanceolata","Meliphagidae","Passeriformes"
"3343","Xanthomyza phrygia",NA,"Xanthomyza","phrygia","Meliphagidae","Passeriformes"
"3344","Anthochaera rufogularis",NA,"Anthochaera","rufogularis","Meliphagidae","Passeriformes"
"3345","Meliphaga fasciogularis",NA,"Meliphaga","fasciogularis","Meliphagidae","Passeriformes"
"3346","Meliphaga flava",NA,"Meliphaga","flava","Meliphagidae","Passeriformes"
"3347","Meliphaga melanops",NA,"Meliphaga","melanops","Meliphagidae","Passeriformes"
"3348","Meliphaga unicolor",NA,"Meliphaga","unicolor","Meliphagidae","Passeriformes"
"3349","Meliphaga albonotata",NA,"Meliphaga","albonotata","Meliphagidae","Passeriformes"
"3350","Moho nobilis",NA,"Moho","nobilis","Meliphagidae","Passeriformes"
"3351","Pytilia afra",NA,"Pytilia","afra","Estrildidae","Passeriformes"
"3352","Pytilia hypogrammica",NA,"Pytilia","hypogrammica","Estrildidae","Passeriformes"
"3353","Nesocharis ansorgei",NA,"Nesocharis","ansorgei","Estrildidae","Passeriformes"
"3354","Padda oryzivora",NA,"Padda","oryzivora","Estrildidae","Passeriformes"
"3355","Spermophaga poliogenys",NA,"Spermophaga","poliogenys","Estrildidae","Passeriformes"
"3356","Pyrenestes minor",NA,"Pyrenestes","minor","Estrildidae","Passeriformes"
"3357","Lonchura griseicapilla",NA,"Lonchura","griseicapilla","Estrildidae","Passeriformes"
