"","fullname","sciname","subspecies","genus","species","family","order"
"7607","Porphyriops melanops crassirostris","Porphyriops melanops","crassirostris","Porphyriops","melanops","Rallidae","Gruiformes"
"7608","Porphyriops melanops melanops","Porphyriops melanops","melanops","Porphyriops","melanops","Rallidae","Gruiformes"
"7609","Porzana limicola ssp","Porzana limicola","ssp","Porzana","limicola","Rallidae","Gruiformes"
"7610","Porzana flaviventer flaviventer","Porzana flaviventer","flaviventer","Porzana","flaviventer","Rallidae","Gruiformes"
"7611","Porzana albicollis albicollis","Porzana albicollis","albicollis","Porzana","albicollis","Rallidae","Gruiformes"
"7612","Porzana albicollis typhoeca","Porzana albicollis","typhoeca","Porzana","albicollis","Rallidae","Gruiformes"
"7613","Sarothrura elegans reichenovi","Sarothrura elegans","reichenovi","Sarothrura","elegans","Rallidae","Gruiformes"
"7614","Sarothrura pulchra centralis","Sarothrura pulchra","centralis","Sarothrura","pulchra","Rallidae","Gruiformes"
"7615","Neocrex erythrops columbianus","Neocrex erythrops","columbianus","Neocrex","erythrops","Rallidae","Gruiformes"
"7616","Neocrex erythrops erythrops","Neocrex erythrops","erythrops","Neocrex","erythrops","Rallidae","Gruiformes"
"7617","Gallinula chloropus galeata","Gallinula chloropus","galeata","Gallinula","chloropus","Rallidae","Gruiformes"
"7618","Gallinula chloropus ssp","Gallinula chloropus","ssp","Gallinula","chloropus","Rallidae","Gruiformes"
"7619","Gallinula chloropus sandvicensis","Gallinula chloropus","sandvicensis","Gallinula","chloropus","Rallidae","Gruiformes"
"7620","Gallinula chloropus chloropus","Gallinula chloropus","chloropus","Gallinula","chloropus","Rallidae","Gruiformes"
"7621","Gallinula chloropus cachinnans","Gallinula chloropus","cachinnans","Gallinula","chloropus","Rallidae","Gruiformes"
"7622","Gallinula chloropus brachyptera","Gallinula chloropus","brachyptera","Gallinula","chloropus","Rallidae","Gruiformes"
"7623","Gallinula tenebrosa tenebrosa","Gallinula tenebrosa","tenebrosa","Gallinula","tenebrosa","Rallidae","Gruiformes"
"7624","Aramides cajanea vanrossemi","Aramides cajanea","vanrossemi","Aramides","cajanea","Rallidae","Gruiformes"
"7625","Aramides cajanea ssp","Aramides cajanea","ssp","Aramides","cajanea","Rallidae","Gruiformes"
"7626","Aramides cajanea cajanea","Aramides cajanea","cajanea","Aramides","cajanea","Rallidae","Gruiformes"
"7627","Aramides cajanea albiventris","Aramides cajanea","albiventris","Aramides","cajanea","Rallidae","Gruiformes"
"7628","Coturnicops noveboracensis noveboracensis","Coturnicops noveboracensis","noveboracensis","Coturnicops","noveboracensis","Rallidae","Gruiformes"
"7629","Coturnicops noveboracensis ssp","Coturnicops noveboracensis","ssp","Coturnicops","noveboracensis","Rallidae","Gruiformes"
"7630","Gallicrex cinerea cinerea","Gallicrex cinerea","cinerea","Gallicrex","cinerea","Rallidae","Gruiformes"
"7631","Gallirallus australis australis","Gallirallus australis","australis","Gallirallus","australis","Rallidae","Gruiformes"
"7632","Gallirallus australis greyi","Gallirallus australis","greyi","Gallirallus","australis","Rallidae","Gruiformes"
"7633","Himantornis haematopus haematopus","Himantornis haematopus","haematopus","Himantornis","haematopus","Rallidae","Gruiformes"
"7634","Laterallus jamaicensis coturniculus","Laterallus jamaicensis","coturniculus","Laterallus","jamaicensis","Rallidae","Gruiformes"
"7635","Laterallus albigularis albigularis","Laterallus albigularis","albigularis","Laterallus","albigularis","Rallidae","Gruiformes"
"7636","Laterallus albigularis cinereiceps","Laterallus albigularis","cinereiceps","Laterallus","albigularis","Rallidae","Gruiformes"
"7637","Laterallus melanophaius melanophaius","Laterallus melanophaius","melanophaius","Laterallus","melanophaius","Rallidae","Gruiformes"
"7638","Laterallus viridis ssp","Laterallus viridis","ssp","Laterallus","viridis","Rallidae","Gruiformes"
"7639","Laterallus viridis viridis","Laterallus viridis","viridis","Laterallus","viridis","Rallidae","Gruiformes"
"7640","Amaurornis phoenicurus ssp","Amaurornis phoenicurus","ssp","Amaurornis","phoenicurus","Rallidae","Gruiformes"
"7641","Amaurornis phoenicurus chinensis","Amaurornis phoenicurus","chinensis","Amaurornis","phoenicurus","Rallidae","Gruiformes"
"7642","Fulica atra atra","Fulica atra","atra","Fulica","atra","Rallidae","Gruiformes"
"7643","Estrilda melpoda NA","Estrilda melpoda",NA,"Estrilda","melpoda","Estrildidae","Passeriformes"
"7644","Psophia sp ssp","Psophia sp","ssp","Psophia","sp","Psophiidae","Gruiformes"
"7645","Psophia crepitans crepitans","Psophia crepitans","crepitans","Psophia","crepitans","Psophiidae","Gruiformes"
"7646","Psophia crepitans ssp","Psophia crepitans","ssp","Psophia","crepitans","Psophiidae","Gruiformes"
"7647","Psophia leucoptera ssp","Psophia leucoptera","ssp","Psophia","leucoptera","Psophiidae","Gruiformes"
"7648","Psophia viridis obscura","Psophia viridis","obscura","Psophia","viridis","Psophiidae","Gruiformes"
"7649","Podica senegalensis senegalensis","Podica senegalensis","senegalensis","Podica","senegalensis","Heliornithidae","Gruiformes"
"7650","Balearica pavonina pavonina","Balearica pavonina","pavonina","Balearica","pavonina","Gruidae","Gruiformes"
"7651","Balearica pavonina ssp","Balearica pavonina","ssp","Balearica","pavonina","Gruidae","Gruiformes"
"7652","Balearica regulorum gibbericeps","Balearica regulorum","gibbericeps","Balearica","regulorum","Gruidae","Gruiformes"
"7653","Grus canadensis tabida","Grus canadensis","tabida","Grus","canadensis","Gruidae","Gruiformes"
"7654","Grus canadensis ssp","Grus canadensis","ssp","Grus","canadensis","Gruidae","Gruiformes"
"7655","Grus canadensis canadensis","Grus canadensis","canadensis","Grus","canadensis","Gruidae","Gruiformes"
"7656","Grus grus ssp","Grus grus","ssp","Grus","grus","Gruidae","Gruiformes"
"7657","Grus grus lilfordi","Grus grus","lilfordi","Grus","grus","Gruidae","Gruiformes"
"7658","Grus antigone ssp","Grus antigone","ssp","Grus","antigone","Gruidae","Gruiformes"
"7659","Eurypyga helias helias","Eurypyga helias","helias","Eurypyga","helias","Eurypygidae","Gruiformes"
"7660","Eurypyga helias major","Eurypyga helias","major","Eurypyga","helias","Eurypygidae","Gruiformes"
"7661","Eurypyga helias ssp","Eurypyga helias","ssp","Eurypyga","helias","Eurypygidae","Gruiformes"
"7662","Aramus guarauna guarauna","Aramus guarauna","guarauna","Aramus","guarauna","Aramidae","Gruiformes"
"7663","Aramus guarauna pictus","Aramus guarauna","pictus","Aramus","guarauna","Aramidae","Gruiformes"
"7664","Aramus guarauna ssp","Aramus guarauna","ssp","Aramus","guarauna","Aramidae","Gruiformes"
"7665","Cinclus mexicanus unicolor","Cinclus mexicanus","unicolor","Cinclus","mexicanus","Cinclidae","Passeriformes"
"7666","Cinclus cinclus aquaticus","Cinclus cinclus","aquaticus","Cinclus","cinclus","Cinclidae","Passeriformes"
"7667","Cinclus leucocephalus leuconotus","Cinclus leucocephalus","leuconotus","Cinclus","leucocephalus","Cinclidae","Passeriformes"
"7668","Aegithalos caudatus europaeus","Aegithalos caudatus","europaeus","Aegithalos","caudatus","Aegithalidae","Passeriformes"
"7669","Ducula forsteni NA","Ducula forsteni",NA,"Ducula","forsteni","Columbidae","Columbiformes"
"7670","Psaltriparus minimus ssp","Psaltriparus minimus","ssp","Psaltriparus","minimus","Aegithalidae","Passeriformes"
"7671","Psaltriparus minimus californicus","Psaltriparus minimus","californicus","Psaltriparus","minimus","Aegithalidae","Passeriformes"
"7672","Psaltriparus minimus iulus","Psaltriparus minimus","iulus","Psaltriparus","minimus","Aegithalidae","Passeriformes"
"7673","Psaltriparus minimus lloydi","Psaltriparus minimus","lloydi","Psaltriparus","minimus","Aegithalidae","Passeriformes"
"7674","Psaltriparus minimus melanotis","Psaltriparus minimus","melanotis","Psaltriparus","minimus","Aegithalidae","Passeriformes"
"7675","Psaltriparus minimus minimus","Psaltriparus minimus","minimus","Psaltriparus","minimus","Aegithalidae","Passeriformes"
"7676","Psaltriparus minimus plumbeus","Psaltriparus minimus","plumbeus","Psaltriparus","minimus","Aegithalidae","Passeriformes"
"7677","Psaltriparus minimus providentialis","Psaltriparus minimus","providentialis","Psaltriparus","minimus","Aegithalidae","Passeriformes"
"7678","Galerida cristata cristata","Galerida cristata","cristata","Galerida","cristata","Alaudidae","Passeriformes"
"7679","Galerida cristata alexanderi","Galerida cristata","alexanderi","Galerida","cristata","Alaudidae","Passeriformes"
"7680","Galerida cristata somaliensis","Galerida cristata","somaliensis","Galerida","cristata","Alaudidae","Passeriformes"
"7681","Galerida cristata chendoola","Galerida cristata","chendoola","Galerida","cristata","Alaudidae","Passeriformes"
"7682","Galerida modesta modesta","Galerida modesta","modesta","Galerida","modesta","Alaudidae","Passeriformes"
"7683","Pseudalaemon fremantlii delamerei","Pseudalaemon fremantlii","delamerei","Pseudalaemon","fremantlii","Alaudidae","Passeriformes"
"7684","Mirafra africanoides africanoides","Mirafra africanoides","africanoides","Mirafra","africanoides","Alaudidae","Passeriformes"
"7685","Mirafra africanoides harei","Mirafra africanoides","harei","Mirafra","africanoides","Alaudidae","Passeriformes"
"7686","Mirafra africanoides intercedens","Mirafra africanoides","intercedens","Mirafra","africanoides","Alaudidae","Passeriformes"
"7687","Mirafra africanoides makarikari","Mirafra africanoides","makarikari","Mirafra","africanoides","Alaudidae","Passeriformes"
"7688","Mirafra nigricans nigricans","Mirafra nigricans","nigricans","Mirafra","nigricans","Alaudidae","Passeriformes"
"7689","Mirafra poecilosterna massaica","Mirafra poecilosterna","massaica","Mirafra","poecilosterna","Alaudidae","Passeriformes"
"7690","Mirafra poecilosterna poecilosterna","Mirafra poecilosterna","poecilosterna","Mirafra","poecilosterna","Alaudidae","Passeriformes"
"7691","Mirafra sabota sabota","Mirafra sabota","sabota","Mirafra","sabota","Alaudidae","Passeriformes"
"7692","Mirafra sabota sabotoides","Mirafra sabota","sabotoides","Mirafra","sabota","Alaudidae","Passeriformes"
"7693","Mirafra sabota waibeli","Mirafra sabota","waibeli","Mirafra","sabota","Alaudidae","Passeriformes"
"7694","Mirafra africana ssp","Mirafra africana","ssp","Mirafra","africana","Alaudidae","Passeriformes"
"7695","Mirafra africana tropicalis","Mirafra africana","tropicalis","Mirafra","africana","Alaudidae","Passeriformes"
"7696","Mirafra africana transvaalensis","Mirafra africana","transvaalensis","Mirafra","africana","Alaudidae","Passeriformes"
"7697","Mirafra africana grisescens","Mirafra africana","grisescens","Mirafra","africana","Alaudidae","Passeriformes"
"7698","Mirafra africana athi","Mirafra africana","athi","Mirafra","africana","Alaudidae","Passeriformes"
"7699","Mirafra apiata nata","Mirafra apiata","nata","Mirafra","apiata","Alaudidae","Passeriformes"
"7700","Mirafra apiata kalaharica","Mirafra apiata","kalaharica","Mirafra","apiata","Alaudidae","Passeriformes"
"7701","Mirafra hypermetra hypermetra","Mirafra hypermetra","hypermetra","Mirafra","hypermetra","Alaudidae","Passeriformes"
"7702","Mirafra hypermetra ssp","Mirafra hypermetra","ssp","Mirafra","hypermetra","Alaudidae","Passeriformes"
"7703","Mirafra javanica horsfieldii","Mirafra javanica","horsfieldii","Mirafra","javanica","Alaudidae","Passeriformes"
"7704","Mirafra javanica marginata","Mirafra javanica","marginata","Mirafra","javanica","Alaudidae","Passeriformes"
"7705","Mirafra rufocinnamomea smithersi","Mirafra rufocinnamomea","smithersi","Mirafra","rufocinnamomea","Alaudidae","Passeriformes"
"7706","Mirafra rufocinnamomea torrida","Mirafra rufocinnamomea","torrida","Mirafra","rufocinnamomea","Alaudidae","Passeriformes"
"7707","Mirafra rufocinnamomea fischeri","Mirafra rufocinnamomea","fischeri","Mirafra","rufocinnamomea","Alaudidae","Passeriformes"
"7708","Mirafra rufocinnamomea buckleyi","Mirafra rufocinnamomea","buckleyi","Mirafra","rufocinnamomea","Alaudidae","Passeriformes"
"7709","Mirafra rufocinnamomea kawirondensis","Mirafra rufocinnamomea","kawirondensis","Mirafra","rufocinnamomea","Alaudidae","Passeriformes"
"7710","Melanocorypha calandra calandra","Melanocorypha calandra","calandra","Melanocorypha","calandra","Alaudidae","Passeriformes"
"7711","Alaemon alaudipes alaudipes","Alaemon alaudipes","alaudipes","Alaemon","alaudipes","Alaudidae","Passeriformes"
"7712","Eremophila alpestris lamprochroma","Eremophila alpestris","lamprochroma","Eremophila","alpestris","Alaudidae","Passeriformes"
"7713","Eremophila alpestris leucolaema","Eremophila alpestris","leucolaema","Eremophila","alpestris","Alaudidae","Passeriformes"
"7714","Eremophila alpestris leucansiptila","Eremophila alpestris","leucansiptila","Eremophila","alpestris","Alaudidae","Passeriformes"
"7715","Eremophila alpestris insularis","Eremophila alpestris","insularis","Eremophila","alpestris","Alaudidae","Passeriformes"
"7716","Eremophila alpestris enthymia","Eremophila alpestris","enthymia","Eremophila","alpestris","Alaudidae","Passeriformes"
"7717","Eremophila alpestris enertera","Eremophila alpestris","enertera","Eremophila","alpestris","Alaudidae","Passeriformes"
"7718","Eremophila alpestris ammophila","Eremophila alpestris","ammophila","Eremophila","alpestris","Alaudidae","Passeriformes"
"7719","Eremophila alpestris adusta","Eremophila alpestris","adusta","Eremophila","alpestris","Alaudidae","Passeriformes"
"7720","Eremophila alpestris rubea","Eremophila alpestris","rubea","Eremophila","alpestris","Alaudidae","Passeriformes"
"7721","Eremophila alpestris alpestris","Eremophila alpestris","alpestris","Eremophila","alpestris","Alaudidae","Passeriformes"
"7722","Eremophila alpestris ssp","Eremophila alpestris","ssp","Eremophila","alpestris","Alaudidae","Passeriformes"
"7723","Sappho sparganura NA","Sappho sparganura",NA,"Sappho","sparganura","Trochilidae","Apodiformes"
"7724","Eremophila alpestris praticola","Eremophila alpestris","praticola","Eremophila","alpestris","Alaudidae","Passeriformes"
"7725","Certhilauda albofasciata kalahariae","Certhilauda albofasciata","kalahariae","Certhilauda","albofasciata","Alaudidae","Passeriformes"
"7726","Certhilauda curvirostris bradshawi","Certhilauda curvirostris","bradshawi","Certhilauda","curvirostris","Alaudidae","Passeriformes"
"7727","Calandrella conirostris barlowi","Calandrella conirostris","barlowi","Calandrella","conirostris","Alaudidae","Passeriformes"
"7728","Calandrella conirostris crypta","Calandrella conirostris","crypta","Calandrella","conirostris","Alaudidae","Passeriformes"
"7729","Calandrella acutirostris tibetana","Calandrella acutirostris","tibetana","Calandrella","acutirostris","Alaudidae","Passeriformes"
"7730","Calandrella cinerea brachydactyla","Calandrella cinerea","brachydactyla","Calandrella","cinerea","Alaudidae","Passeriformes"
"7731","Calandrella cinerea cinerea","Calandrella cinerea","cinerea","Calandrella","cinerea","Alaudidae","Passeriformes"
"7732","Calandrella cinerea dukhunensis","Calandrella cinerea","dukhunensis","Calandrella","cinerea","Alaudidae","Passeriformes"
"7733","Calandrella cinerea saturatior","Calandrella cinerea","saturatior","Calandrella","cinerea","Alaudidae","Passeriformes"
"7734","Calandrella cinerea williamsi","Calandrella cinerea","williamsi","Calandrella","cinerea","Alaudidae","Passeriformes"
"7735","Alauda arvensis arvensis","Alauda arvensis","arvensis","Alauda","arvensis","Alaudidae","Passeriformes"
"7736","Eremopterix signata signata","Eremopterix signata","signata","Eremopterix","signata","Alaudidae","Passeriformes"
"7737","Eremopterix signata ssp","Eremopterix signata","ssp","Eremopterix","signata","Alaudidae","Passeriformes"
"7738","Eremopterix leucotis leucotis","Eremopterix leucotis","leucotis","Eremopterix","leucotis","Alaudidae","Passeriformes"
"7739","Eremopterix nigriceps nigriceps","Eremopterix nigriceps","nigriceps","Eremopterix","nigriceps","Alaudidae","Passeriformes"
"7740","Eremopterix verticalis khama","Eremopterix verticalis","khama","Eremopterix","verticalis","Alaudidae","Passeriformes"
"7741","Artamus leucorhynchus leucorhynchus","Artamus leucorhynchus","leucorhynchus","Artamus","leucorhynchus","Artamidae","Passeriformes"
"7742","Artamus cinereus inkermani","Artamus cinereus","inkermani","Artamus","cinereus","Artamidae","Passeriformes"
